MonitoringPoint,SerialNumber,TimeStamp,Date,Time,Pressure,Temperature,WaterLevel
39,R8979,19/06/2018 16.00,19/06/2018,16.00.00,1062.32,9.84,25.92
39,R8979,19/06/2018 17.00,19/06/2018,17.00.00,1062.67,9.81,25.94
39,R8979,19/06/2018 18.00,19/06/2018,18.00.00,1062.67,9.76,26.09
39,R8979,19/06/2018 19.00,19/06/2018,19.00.00,1062.84,9.74,26.04
39,R8979,19/06/2018 20.00,19/06/2018,20.00.00,1062.96,9.69,26.03
39,R8979,19/06/2018 21.00,19/06/2018,21.00.00,1062.78,9.68,25.86
39,R8979,19/06/2018 22.00,19/06/2018,22.00.00,1062.78,9.64,25.66
39,R8979,19/06/2018 23.00,19/06/2018,23.00.00,1062.49,9.63,25.62
39,R8979,20/06/2018 00.00,20/06/2018,00.00.00,1062.49,9.61,25.62
39,R8979,20/06/2018 01.00,20/06/2018,01.00.00,1062.38,9.60,25.58
39,R8979,20/06/2018 02.00,20/06/2018,02.00.00,1061.73,9.58,25.36
39,R8979,20/06/2018 03.00,20/06/2018,03.00.00,1061.44,9.59,25.44
39,R8979,20/06/2018 04.00,20/06/2018,04.00.00,1060.98,9.58,25.18
39,R8979,20/06/2018 05.00,20/06/2018,05.00.00,1060.39,9.58,25.34
39,R8979,20/06/2018 06.00,20/06/2018,06.00.00,1059.28,9.58,25.03
39,R8979,20/06/2018 07.00,20/06/2018,07.00.00,1058.23,9.59,25.31
39,R8979,20/06/2018 08.00,20/06/2018,08.00.00,1057.48,9.59,25.23
39,R8979,20/06/2018 09.00,20/06/2018,09.00.00,1056.72,9.59,25.34
39,R8979,20/06/2018 10.00,20/06/2018,10.00.00,1056.54,9.61,25.29
39,R8979,20/06/2018 11.00,20/06/2018,11.00.00,1056.25,9.68,25.50
39,R8979,20/06/2018 12.00,20/06/2018,12.00.00,1055.84,9.70,25.54
39,R8979,20/06/2018 13.00,20/06/2018,13.00.00,1055.67,9.72,25.67
39,R8979,20/06/2018 14.00,20/06/2018,14.00.00,1055.49,9.72,25.82
39,R8979,20/06/2018 15.00,20/06/2018,15.00.00,1055.20,9.71,25.90
39,R8979,20/06/2018 16.00,20/06/2018,16.00.00,1054.73,9.69,25.76
39,R8979,20/06/2018 17.00,20/06/2018,17.00.00,1054.27,9.69,25.84
39,R8979,20/06/2018 18.00,20/06/2018,18.00.00,1053.63,9.69,25.78
39,R8979,20/06/2018 19.00,20/06/2018,19.00.00,1052.93,9.68,25.83
39,R8979,20/06/2018 20.00,20/06/2018,20.00.00,1052.28,9.68,25.86
39,R8979,20/06/2018 21.00,20/06/2018,21.00.00,1052.75,9.68,26.08
39,R8979,20/06/2018 22.00,20/06/2018,22.00.00,1052.75,9.66,25.88
39,R8979,20/06/2018 23.00,20/06/2018,23.00.00,1052.46,9.65,25.53
39,R8979,21/06/2018 00.00,21/06/2018,00.00.00,1052.58,9.62,25.65
39,R8979,21/06/2018 01.00,21/06/2018,01.00.00,1052.58,9.61,25.83
39,R8979,21/06/2018 02.00,21/06/2018,02.00.00,1052.75,9.61,25.63
39,R8979,21/06/2018 03.00,21/06/2018,03.00.00,1052.46,9.60,25.78
39,R8979,21/06/2018 04.00,21/06/2018,04.00.00,1052.17,9.59,25.62
39,R8979,21/06/2018 05.00,21/06/2018,05.00.00,1051.99,9.58,25.57
39,R8979,21/06/2018 06.00,21/06/2018,06.00.00,1051.99,9.59,25.69
39,R8979,21/06/2018 07.00,21/06/2018,07.00.00,1051.53,9.58,25.40
39,R8979,21/06/2018 08.00,21/06/2018,08.00.00,1051.41,9.60,25.31
39,R8979,21/06/2018 09.00,21/06/2018,09.00.00,1051.23,9.62,25.31
39,R8979,21/06/2018 10.00,21/06/2018,10.00.00,1051.23,9.63,25.13
39,R8979,21/06/2018 11.00,21/06/2018,11.00.00,1051.06,9.64,25.21
39,R8979,21/06/2018 12.00,21/06/2018,12.00.00,1051.23,9.69,25.26
39,R8979,21/06/2018 13.00,21/06/2018,13.00.00,1051.82,9.69,25.64
39,R8979,21/06/2018 14.00,21/06/2018,14.00.00,1051.82,9.68,25.47
39,R8979,21/06/2018 15.00,21/06/2018,15.00.00,1052.28,9.71,25.76
39,R8979,21/06/2018 16.00,21/06/2018,16.00.00,1052.58,9.68,25.48
39,R8979,21/06/2018 17.00,21/06/2018,17.00.00,1052.87,9.67,25.94
39,R8979,21/06/2018 18.00,21/06/2018,18.00.00,1052.93,9.64,25.95
39,R8979,21/06/2018 19.00,21/06/2018,19.00.00,1052.93,9.64,25.93
39,R8979,21/06/2018 20.00,21/06/2018,20.00.00,1053.22,9.63,25.92
39,R8979,21/06/2018 21.00,21/06/2018,21.00.00,1053.51,9.62,26.01
39,R8979,21/06/2018 22.00,21/06/2018,22.00.00,1053.68,9.60,26.01
39,R8979,21/06/2018 23.00,21/06/2018,23.00.00,1053.04,9.58,25.74
39,R8979,22/06/2018 00.00,22/06/2018,00.00.00,1053.22,9.56,25.84
39,R8979,22/06/2018 01.00,22/06/2018,01.00.00,1052.93,9.54,25.68
39,R8979,22/06/2018 02.00,22/06/2018,02.00.00,1053.04,9.53,25.54
39,R8979,22/06/2018 03.00,22/06/2018,03.00.00,1053.39,9.53,25.64
39,R8979,22/06/2018 04.00,22/06/2018,04.00.00,1053.80,9.51,25.38
39,R8979,22/06/2018 05.00,22/06/2018,05.00.00,1054.56,9.51,25.43
39,R8979,22/06/2018 06.00,22/06/2018,06.00.00,1055.03,9.51,25.15
39,R8979,22/06/2018 07.00,22/06/2018,07.00.00,1055.49,9.53,25.24
39,R8979,22/06/2018 08.00,22/06/2018,08.00.00,1056.25,9.56,25.13
39,R8979,22/06/2018 09.00,22/06/2018,09.00.00,1056.43,9.58,25.25
39,R8979,22/06/2018 10.00,22/06/2018,10.00.00,1056.72,9.60,25.22
39,R8979,22/06/2018 11.00,22/06/2018,11.00.00,1057.18,9.61,25.43
39,R8979,22/06/2018 12.00,22/06/2018,12.00.00,1056.89,9.62,24.97
39,R8979,22/06/2018 13.00,22/06/2018,13.00.00,1057.18,9.63,25.51
39,R8979,22/06/2018 14.00,22/06/2018,14.00.00,1057.30,9.67,25.25
39,R8979,22/06/2018 15.00,22/06/2018,15.00.00,1058.06,9.66,25.56
39,R8979,22/06/2018 16.00,22/06/2018,16.00.00,1058.53,9.66,25.73
39,R8979,22/06/2018 17.00,22/06/2018,17.00.00,1058.53,9.65,25.90
39,R8979,22/06/2018 18.00,22/06/2018,18.00.00,1057.94,9.62,25.27
39,R8979,22/06/2018 19.00,22/06/2018,19.00.00,1058.23,9.60,25.48
39,R8979,22/06/2018 20.00,22/06/2018,20.00.00,1058.53,9.59,25.78
39,R8979,22/06/2018 21.00,22/06/2018,21.00.00,1058.41,9.58,25.48
39,R8979,22/06/2018 22.00,22/06/2018,22.00.00,1058.53,9.56,25.60
39,R8979,22/06/2018 23.00,22/06/2018,23.00.00,1058.88,9.54,25.58
39,R8979,23/06/2018 00.00,23/06/2018,00.00.00,1058.88,9.53,25.50
39,R8979,23/06/2018 01.00,23/06/2018,01.00.00,1058.70,9.51,25.28
39,R8979,23/06/2018 02.00,23/06/2018,02.00.00,1059.17,9.52,25.24
39,R8979,23/06/2018 03.00,23/06/2018,03.00.00,1059.17,9.53,24.99
39,R8979,23/06/2018 04.00,23/06/2018,04.00.00,1059.75,9.53,25.08
39,R8979,23/06/2018 05.00,23/06/2018,05.00.00,1059.75,9.53,24.63
39,R8979,23/06/2018 06.00,23/06/2018,06.00.00,1059.93,9.53,25.05
39,R8979,23/06/2018 07.00,23/06/2018,07.00.00,1059.93,9.54,24.80
39,R8979,23/06/2018 08.00,23/06/2018,08.00.00,1060.04,9.56,24.79
39,R8979,23/06/2018 09.00,23/06/2018,09.00.00,1060.22,9.58,25.07
39,R8979,23/06/2018 10.00,23/06/2018,10.00.00,1060.51,9.59,25.31
39,R8979,23/06/2018 11.00,23/06/2018,11.00.00,1060.22,9.60,25.09
39,R8979,23/06/2018 12.00,23/06/2018,12.00.00,1060.51,9.62,25.21
39,R8979,23/06/2018 13.00,23/06/2018,13.00.00,1060.80,9.62,25.00
39,R8979,23/06/2018 14.00,23/06/2018,14.00.00,1060.80,9.62,25.05
39,R8979,23/06/2018 15.00,23/06/2018,15.00.00,1060.57,9.63,25.12
39,R8979,23/06/2018 16.00,23/06/2018,16.00.00,1060.68,9.63,25.11
39,R8979,23/06/2018 17.00,23/06/2018,17.00.00,1060.51,9.63,25.33
39,R8979,23/06/2018 18.00,23/06/2018,18.00.00,1060.51,9.61,25.33
39,R8979,23/06/2018 19.00,23/06/2018,19.00.00,1060.39,9.60,25.27
39,R8979,23/06/2018 20.00,23/06/2018,20.00.00,1060.68,9.58,25.31
39,R8979,23/06/2018 21.00,23/06/2018,21.00.00,1060.51,9.59,25.38
39,R8979,23/06/2018 22.00,23/06/2018,22.00.00,1060.68,9.58,25.43
39,R8979,23/06/2018 23.00,23/06/2018,23.00.00,1060.51,9.56,25.38
39,R8979,24/06/2018 00.00,24/06/2018,00.00.00,1060.22,9.56,25.47
39,R8979,24/06/2018 01.00,24/06/2018,01.00.00,1060.22,9.56,25.59
39,R8979,24/06/2018 02.00,24/06/2018,02.00.00,1059.63,9.56,25.33
39,R8979,24/06/2018 03.00,24/06/2018,03.00.00,1059.17,9.56,25.29
39,R8979,24/06/2018 04.00,24/06/2018,04.00.00,1058.88,9.54,25.20
39,R8979,24/06/2018 05.00,24/06/2018,05.00.00,1058.88,9.54,25.33
39,R8979,24/06/2018 06.00,24/06/2018,06.00.00,1058.99,9.54,24.87
39,R8979,24/06/2018 07.00,24/06/2018,07.00.00,1059.17,9.55,25.04
39,R8979,24/06/2018 08.00,24/06/2018,08.00.00,1059.46,9.57,24.83
39,R8979,24/06/2018 09.00,24/06/2018,09.00.00,1059.28,9.59,24.58
39,R8979,24/06/2018 10.00,24/06/2018,10.00.00,1059.46,9.61,24.51
39,R8979,24/06/2018 11.00,24/06/2018,11.00.00,1059.58,9.65,24.63
39,R8979,24/06/2018 12.00,24/06/2018,12.00.00,1059.58,9.69,24.68
39,R8979,24/06/2018 13.00,24/06/2018,13.00.00,1059.75,9.71,24.80
39,R8979,24/06/2018 14.00,24/06/2018,14.00.00,1059.75,9.72,24.80
39,R8979,24/06/2018 15.00,24/06/2018,15.00.00,1059.63,9.72,24.81
39,R8979,24/06/2018 16.00,24/06/2018,16.00.00,1059.75,9.71,24.85
39,R8979,24/06/2018 17.00,24/06/2018,17.00.00,1059.81,9.70,25.06
39,R8979,24/06/2018 18.00,24/06/2018,18.00.00,1060.04,9.66,25.12
39,R8979,24/06/2018 19.00,24/06/2018,19.00.00,1060.04,9.67,25.24
39,R8979,24/06/2018 20.00,24/06/2018,20.00.00,1060.33,9.67,25.08
39,R8979,24/06/2018 21.00,24/06/2018,21.00.00,1060.22,9.63,24.72
39,R8979,24/06/2018 22.00,24/06/2018,22.00.00,1060.39,9.60,24.84
39,R8979,24/06/2018 23.00,24/06/2018,23.00.00,1060.68,9.59,24.76
39,R8979,25/06/2018 00.00,25/06/2018,00.00.00,1060.39,9.58,24.84
39,R8979,25/06/2018 01.00,25/06/2018,01.00.00,1060.51,9.59,24.83
39,R8979,25/06/2018 02.00,25/06/2018,02.00.00,1060.68,9.58,25.01
39,R8979,25/06/2018 03.00,25/06/2018,03.00.00,1060.39,9.58,24.89
39,R8979,25/06/2018 04.00,25/06/2018,04.00.00,1060.39,9.58,24.89
39,R8979,25/06/2018 05.00,25/06/2018,05.00.00,1060.39,9.58,24.97
39,R8979,25/06/2018 06.00,25/06/2018,06.00.00,1060.51,9.57,24.83
39,R8979,25/06/2018 07.00,25/06/2018,07.00.00,1060.80,9.58,24.75
39,R8979,25/06/2018 08.00,25/06/2018,08.00.00,1060.98,9.58,24.73
39,R8979,25/06/2018 09.00,25/06/2018,09.00.00,1061.15,9.60,24.83
39,R8979,25/06/2018 10.00,25/06/2018,10.00.00,1060.98,9.63,24.50
39,R8979,25/06/2018 11.00,25/06/2018,11.00.00,1061.27,9.67,24.92
39,R8979,25/06/2018 12.00,25/06/2018,12.00.00,1061.15,9.70,24.75
39,R8979,25/06/2018 13.00,25/06/2018,13.00.00,1061.44,9.72,24.97
39,R8979,25/06/2018 14.00,25/06/2018,14.00.00,1061.73,9.78,24.83
39,R8979,25/06/2018 15.00,25/06/2018,15.00.00,1062.20,9.77,24.73
39,R8979,25/06/2018 16.00,25/06/2018,16.00.00,1062.67,9.79,25.07
39,R8979,25/06/2018 17.00,25/06/2018,17.00.00,1062.67,9.77,25.14
39,R8979,25/06/2018 18.00,25/06/2018,18.00.00,1062.67,9.77,25.39
39,R8979,25/06/2018 19.00,25/06/2018,19.00.00,1063.13,9.72,25.26
39,R8979,25/06/2018 20.00,25/06/2018,20.00.00,1063.25,9.71,25.33
39,R8979,25/06/2018 21.00,25/06/2018,21.00.00,1063.54,9.68,25.17
39,R8979,25/06/2018 22.00,25/06/2018,22.00.00,1063.60,9.65,24.85
39,R8979,25/06/2018 23.00,25/06/2018,23.00.00,1063.72,9.62,24.59
39,R8979,26/06/2018 00.00,26/06/2018,00.00.00,1064.18,9.60,25.01
39,R8979,26/06/2018 01.00,26/06/2018,01.00.00,1064.36,9.59,25.06
39,R8979,26/06/2018 02.00,26/06/2018,02.00.00,1064.18,9.58,24.81
39,R8979,26/06/2018 03.00,26/06/2018,03.00.00,1064.36,9.56,24.68
39,R8979,26/06/2018 04.00,26/06/2018,04.00.00,1064.48,9.55,24.93
39,R8979,26/06/2018 05.00,26/06/2018,05.00.00,1064.65,9.53,24.78
39,R8979,26/06/2018 06.00,26/06/2018,06.00.00,1064.77,9.53,24.52
39,R8979,26/06/2018 07.00,26/06/2018,07.00.00,1065.23,9.56,24.23
39,R8979,26/06/2018 08.00,26/06/2018,08.00.00,1065.53,9.58,24.25
39,R8979,26/06/2018 09.00,26/06/2018,09.00.00,1065.70,9.62,24.08
39,R8979,26/06/2018 10.00,26/06/2018,10.00.00,1065.70,9.65,24.28
39,R8979,26/06/2018 11.00,26/06/2018,11.00.00,1065.70,9.72,24.58
39,R8979,26/06/2018 12.00,26/06/2018,12.00.00,1065.88,9.80,24.60
39,R8979,26/06/2018 13.00,26/06/2018,13.00.00,1065.70,9.82,24.50
39,R8979,26/06/2018 14.00,26/06/2018,14.00.00,1065.88,9.83,25.00
39,R8979,26/06/2018 15.00,26/06/2018,15.00.00,1065.99,9.86,24.99
39,R8979,26/06/2018 16.00,26/06/2018,16.00.00,1066.05,9.85,25.05
39,R8979,26/06/2018 17.00,26/06/2018,17.00.00,1066.46,9.84,25.21
39,R8979,26/06/2018 18.00,26/06/2018,18.00.00,1066.63,9.82,25.46
39,R8979,26/06/2018 19.00,26/06/2018,19.00.00,1066.63,9.78,25.18
39,R8979,26/06/2018 20.00,26/06/2018,20.00.00,1066.75,9.73,24.95
39,R8979,26/06/2018 21.00,26/06/2018,21.00.00,1067.39,9.72,25.09
39,R8979,26/06/2018 22.00,26/06/2018,22.00.00,1067.22,9.70,24.92
39,R8979,26/06/2018 23.00,26/06/2018,23.00.00,1067.22,9.65,24.77
39,R8979,27/06/2018 00.00,27/06/2018,00.00.00,1067.68,9.65,25.01
39,R8979,27/06/2018 01.00,27/06/2018,01.00.00,1067.68,9.61,24.81
39,R8979,27/06/2018 02.00,27/06/2018,02.00.00,1067.68,9.58,25.01
39,R8979,27/06/2018 03.00,27/06/2018,03.00.00,1067.68,9.57,24.81
39,R8979,27/06/2018 04.00,27/06/2018,04.00.00,1068.15,9.56,24.98
39,R8979,27/06/2018 05.00,27/06/2018,05.00.00,1068.44,9.56,24.77
39,R8979,27/06/2018 06.00,27/06/2018,06.00.00,1068.62,9.55,24.67
39,R8979,27/06/2018 07.00,27/06/2018,07.00.00,1068.73,9.58,24.23
39,R8979,27/06/2018 08.00,27/06/2018,08.00.00,1069.20,9.60,24.50
39,R8979,27/06/2018 09.00,27/06/2018,09.00.00,1069.03,9.64,24.45
39,R8979,27/06/2018 10.00,27/06/2018,10.00.00,1069.38,9.68,24.43
39,R8979,27/06/2018 11.00,27/06/2018,11.00.00,1069.49,9.72,24.54
39,R8979,27/06/2018 12.00,27/06/2018,12.00.00,1069.20,9.77,24.48
39,R8979,27/06/2018 13.00,27/06/2018,13.00.00,1069.32,9.84,24.72
39,R8979,27/06/2018 14.00,27/06/2018,14.00.00,1069.03,9.84,25.00
39,R8979,27/06/2018 15.00,27/06/2018,15.00.00,1069.03,9.86,25.00
39,R8979,27/06/2018 16.00,27/06/2018,16.00.00,1068.91,9.86,25.03
39,R8979,27/06/2018 17.00,27/06/2018,17.00.00,1068.91,9.86,25.21
39,R8979,27/06/2018 18.00,27/06/2018,18.00.00,1068.91,9.83,25.33
39,R8979,27/06/2018 19.00,27/06/2018,19.00.00,1068.73,9.82,25.08
39,R8979,27/06/2018 20.00,27/06/2018,20.00.00,1068.91,9.77,24.88
39,R8979,27/06/2018 21.00,27/06/2018,21.00.00,1069.49,9.76,25.12
39,R8979,27/06/2018 22.00,27/06/2018,22.00.00,1069.67,9.72,25.12
39,R8979,27/06/2018 23.00,27/06/2018,23.00.00,1069.67,9.69,24.89
39,R8979,28/06/2018 00.00,28/06/2018,00.00.00,1069.55,9.65,24.60
39,R8979,28/06/2018 01.00,28/06/2018,01.00.00,1069.67,9.63,24.74
39,R8979,28/06/2018 02.00,28/06/2018,02.00.00,1069.67,9.63,24.79
39,R8979,28/06/2018 03.00,28/06/2018,03.00.00,1069.49,9.60,24.57
39,R8979,28/06/2018 04.00,28/06/2018,04.00.00,1069.38,9.59,24.63
39,R8979,28/06/2018 05.00,28/06/2018,05.00.00,1069.49,9.58,24.62
39,R8979,28/06/2018 06.00,28/06/2018,06.00.00,1069.49,9.58,24.47
39,R8979,28/06/2018 07.00,28/06/2018,07.00.00,1069.03,9.59,24.23
39,R8979,28/06/2018 08.00,28/06/2018,08.00.00,1069.20,9.62,24.38
39,R8979,28/06/2018 09.00,28/06/2018,09.00.00,1068.73,9.67,24.41
39,R8979,28/06/2018 10.00,28/06/2018,10.00.00,1068.62,9.73,24.34
39,R8979,28/06/2018 11.00,28/06/2018,11.00.00,1068.44,9.78,24.62
39,R8979,28/06/2018 12.00,28/06/2018,12.00.00,1068.33,9.85,24.93
39,R8979,28/06/2018 13.00,28/06/2018,13.00.00,1067.98,9.88,25.10
39,R8979,28/06/2018 14.00,28/06/2018,14.00.00,1067.39,9.89,25.07
39,R8979,28/06/2018 15.00,28/06/2018,15.00.00,1066.93,9.90,25.13
39,R8979,28/06/2018 16.00,28/06/2018,16.00.00,1066.28,9.90,25.28
39,R8979,28/06/2018 17.00,28/06/2018,17.00.00,1065.88,9.89,25.33
39,R8979,28/06/2018 18.00,28/06/2018,18.00.00,1065.70,9.86,25.48
39,R8979,28/06/2018 19.00,28/06/2018,19.00.00,1065.12,9.82,25.24
39,R8979,28/06/2018 20.00,28/06/2018,20.00.00,1064.65,9.78,25.15
39,R8979,28/06/2018 21.00,28/06/2018,21.00.00,1064.18,9.74,25.01
39,R8979,28/06/2018 22.00,28/06/2018,22.00.00,1063.83,9.71,24.96
39,R8979,28/06/2018 23.00,28/06/2018,23.00.00,1063.54,9.71,25.04
39,R8979,29/06/2018 00.00,29/06/2018,00.00.00,1063.43,9.68,24.93
39,R8979,29/06/2018 01.00,29/06/2018,01.00.00,1063.13,9.68,24.88
39,R8979,29/06/2018 02.00,29/06/2018,02.00.00,1062.49,9.66,24.67
39,R8979,29/06/2018 03.00,29/06/2018,03.00.00,1062.38,9.65,24.75
39,R8979,29/06/2018 04.00,29/06/2018,04.00.00,1062.38,9.64,24.83
39,R8979,29/06/2018 05.00,29/06/2018,05.00.00,1062.38,9.63,24.75
39,R8979,29/06/2018 06.00,29/06/2018,06.00.00,1062.38,9.64,24.30
39,R8979,29/06/2018 07.00,29/06/2018,07.00.00,1062.32,9.65,23.89
39,R8979,29/06/2018 08.00,29/06/2018,08.00.00,1062.84,9.70,24.24
39,R8979,29/06/2018 09.00,29/06/2018,09.00.00,1063.13,9.72,24.33
39,R8979,29/06/2018 10.00,29/06/2018,10.00.00,1063.31,9.78,24.63
39,R8979,29/06/2018 11.00,29/06/2018,11.00.00,1063.43,9.82,24.58
39,R8979,29/06/2018 12.00,29/06/2018,12.00.00,1063.72,9.88,24.67
39,R8979,29/06/2018 13.00,29/06/2018,13.00.00,1063.43,9.89,24.70
39,R8979,29/06/2018 14.00,29/06/2018,14.00.00,1063.13,9.95,25.03
39,R8979,29/06/2018 15.00,29/06/2018,15.00.00,1062.96,9.96,25.11
39,R8979,29/06/2018 16.00,29/06/2018,16.00.00,1062.78,9.93,25.06
39,R8979,29/06/2018 17.00,29/06/2018,17.00.00,1062.49,9.91,25.14
39,R8979,29/06/2018 18.00,29/06/2018,18.00.00,1062.38,9.89,25.35
39,R8979,29/06/2018 19.00,29/06/2018,19.00.00,1062.49,9.86,25.24
39,R8979,29/06/2018 20.00,29/06/2018,20.00.00,1062.78,9.81,25.11
39,R8979,29/06/2018 21.00,29/06/2018,21.00.00,1063.13,9.79,25.13
39,R8979,29/06/2018 22.00,29/06/2018,22.00.00,1063.25,9.75,24.93
39,R8979,29/06/2018 23.00,29/06/2018,23.00.00,1063.72,9.71,24.92
39,R8979,30/06/2018 00.00,30/06/2018,00.00.00,1063.83,9.67,24.58
39,R8979,30/06/2018 01.00,30/06/2018,01.00.00,1064.01,9.65,24.71
39,R8979,30/06/2018 02.00,30/06/2018,02.00.00,1063.89,9.61,24.59
39,R8979,30/06/2018 03.00,30/06/2018,03.00.00,1064.18,9.59,24.71
39,R8979,30/06/2018 04.00,30/06/2018,04.00.00,1064.36,9.58,24.58
39,R8979,30/06/2018 05.00,30/06/2018,05.00.00,1064.36,9.57,24.31
39,R8979,30/06/2018 06.00,30/06/2018,06.00.00,1064.18,9.58,24.18
39,R8979,30/06/2018 07.00,30/06/2018,07.00.00,1064.48,9.60,24.23
39,R8979,30/06/2018 08.00,30/06/2018,08.00.00,1064.18,9.63,23.93
39,R8979,30/06/2018 09.00,30/06/2018,09.00.00,1064.48,9.66,24.23
39,R8979,30/06/2018 10.00,30/06/2018,10.00.00,1064.36,9.72,24.23
39,R8979,30/06/2018 11.00,30/06/2018,11.00.00,1064.36,9.77,24.23
39,R8979,30/06/2018 12.00,30/06/2018,12.00.00,1064.36,9.83,24.56
39,R8979,30/06/2018 13.00,30/06/2018,13.00.00,1063.89,9.86,24.97
39,R8979,30/06/2018 14.00,30/06/2018,14.00.00,1063.83,9.88,24.78
39,R8979,30/06/2018 15.00,30/06/2018,15.00.00,1063.43,9.90,25.00
39,R8979,30/06/2018 16.00,30/06/2018,16.00.00,1063.13,9.90,24.96
39,R8979,30/06/2018 17.00,30/06/2018,17.00.00,1062.96,9.86,24.61
39,R8979,30/06/2018 18.00,30/06/2018,18.00.00,1062.96,9.87,24.91
39,R8979,30/06/2018 19.00,30/06/2018,19.00.00,1063.13,9.85,25.01
39,R8979,30/06/2018 20.00,30/06/2018,20.00.00,1063.54,9.82,25.17
39,R8979,30/06/2018 21.00,30/06/2018,21.00.00,1063.89,9.78,24.97
39,R8979,30/06/2018 22.00,30/06/2018,22.00.00,1064.36,9.77,24.73
39,R8979,30/06/2018 23.00,30/06/2018,23.00.00,1064.59,9.71,24.54
39,R8979,01/07/2018 00.00,01/07/2018,00.00.00,1064.94,9.67,24.57
39,R8979,01/07/2018 01.00,01/07/2018,01.00.00,1064.94,9.65,24.44
39,R8979,01/07/2018 02.00,01/07/2018,02.00.00,1064.94,9.62,24.52
39,R8979,01/07/2018 03.00,01/07/2018,03.00.00,1064.94,9.60,24.52
39,R8979,01/07/2018 04.00,01/07/2018,04.00.00,1064.77,9.58,24.37
39,R8979,01/07/2018 05.00,01/07/2018,05.00.00,1064.77,9.55,24.34
39,R8979,01/07/2018 06.00,01/07/2018,06.00.00,1065.12,9.58,24.24
39,R8979,01/07/2018 07.00,01/07/2018,07.00.00,1065.12,9.60,24.07
39,R8979,01/07/2018 08.00,01/07/2018,08.00.00,1065.23,9.63,24.06
39,R8979,01/07/2018 09.00,01/07/2018,09.00.00,1065.12,9.68,24.19
39,R8979,01/07/2018 10.00,01/07/2018,10.00.00,1065.23,9.71,24.73
39,R8979,01/07/2018 11.00,01/07/2018,11.00.00,1065.23,9.76,24.31
39,R8979,01/07/2018 12.00,01/07/2018,12.00.00,1064.94,9.82,24.77
39,R8979,01/07/2018 13.00,01/07/2018,13.00.00,1064.94,9.88,24.82
39,R8979,01/07/2018 14.00,01/07/2018,14.00.00,1064.83,9.89,24.78
39,R8979,01/07/2018 15.00,01/07/2018,15.00.00,1064.65,9.94,24.93
39,R8979,01/07/2018 16.00,01/07/2018,16.00.00,1064.36,9.94,24.76
39,R8979,01/07/2018 17.00,01/07/2018,17.00.00,1063.89,9.93,24.92
39,R8979,01/07/2018 18.00,01/07/2018,18.00.00,1063.54,9.90,25.07
39,R8979,01/07/2018 19.00,01/07/2018,19.00.00,1063.72,9.86,25.39
39,R8979,01/07/2018 20.00,01/07/2018,20.00.00,1063.72,9.84,25.29
39,R8979,01/07/2018 21.00,01/07/2018,21.00.00,1063.89,9.80,25.09
39,R8979,01/07/2018 22.00,01/07/2018,22.00.00,1063.89,9.75,24.77
39,R8979,01/07/2018 23.00,01/07/2018,23.00.00,1064.48,9.71,25.05
39,R8979,02/07/2018 00.00,02/07/2018,00.00.00,1064.18,9.69,24.81
39,R8979,02/07/2018 01.00,02/07/2018,01.00.00,1063.83,9.67,24.66
39,R8979,02/07/2018 02.00,02/07/2018,02.00.00,1063.54,9.64,24.62
39,R8979,02/07/2018 03.00,02/07/2018,03.00.00,1063.43,9.63,24.55
39,R8979,02/07/2018 04.00,02/07/2018,04.00.00,1063.25,9.59,24.58
39,R8979,02/07/2018 05.00,02/07/2018,05.00.00,1063.25,9.58,24.38
39,R8979,02/07/2018 06.00,02/07/2018,06.00.00,1063.13,9.60,24.46
39,R8979,02/07/2018 07.00,02/07/2018,07.00.00,1062.96,9.61,24.03
39,R8979,02/07/2018 08.00,02/07/2018,08.00.00,1062.96,9.63,24.13
39,R8979,02/07/2018 09.00,02/07/2018,09.00.00,1062.67,9.69,24.44
39,R8979,02/07/2018 10.00,02/07/2018,10.00.00,1062.38,9.75,24.48
39,R8979,02/07/2018 11.00,02/07/2018,11.00.00,1062.03,9.79,24.38
39,R8979,02/07/2018 12.00,02/07/2018,12.00.00,1062.03,9.86,24.88
39,R8979,02/07/2018 13.00,02/07/2018,13.00.00,1061.62,9.89,24.89
39,R8979,02/07/2018 14.00,02/07/2018,14.00.00,1061.44,9.94,24.92
39,R8979,02/07/2018 15.00,02/07/2018,15.00.00,1061.15,9.96,25.13
39,R8979,02/07/2018 16.00,02/07/2018,16.00.00,1060.80,9.94,25.03
39,R8979,02/07/2018 17.00,02/07/2018,17.00.00,1061.15,9.93,25.20
39,R8979,02/07/2018 18.00,02/07/2018,18.00.00,1060.68,9.91,25.16
39,R8979,02/07/2018 19.00,02/07/2018,19.00.00,1060.80,9.88,25.30
39,R8979,02/07/2018 20.00,02/07/2018,20.00.00,1060.51,9.86,25.21
39,R8979,02/07/2018 21.00,02/07/2018,21.00.00,1060.39,9.80,24.97
39,R8979,02/07/2018 22.00,02/07/2018,22.00.00,1060.39,9.77,25.09
39,R8979,02/07/2018 23.00,02/07/2018,23.00.00,1059.93,9.73,24.63
39,R8979,03/07/2018 00.00,03/07/2018,00.00.00,1059.63,9.70,24.58
39,R8979,03/07/2018 01.00,03/07/2018,01.00.00,1059.46,9.68,24.53
39,R8979,03/07/2018 02.00,03/07/2018,02.00.00,1059.46,9.68,24.53
39,R8979,03/07/2018 03.00,03/07/2018,03.00.00,1059.28,9.68,24.36
